Date,secucode,open,high,low,close,volume,amount,change,change_ratio,Newsnum_Title_news1,Newsnum_Cont_news1,Posnews_All_news1,Neunews_All_news1,Negnews_All_news1,Posnews_Ori_news1,Neunews_Ori_news1,Negnews_Ori_news1,Newsnum_Title_news2,Newsnum_Cont_news2,Posnews_All_news2,Neunews_All_news2,Negnews_All_news2,Posnews_Ori_news2,Neunews_Ori_news2,Negnews_Ori_news2
2020-01-02,300122,49.2,50.6,48.66,50.6,125657,625314752.0,0.94,1.89287152637938,,,,,,,,,,,,,,,,
2020-01-03,300122,50.46,52.73,50.11,51.98,166578,864253824.0,1.38,2.727272727272727,,,,,,,,,4,4,4,0,0,1,0,0
2020-01-06,300122,52.7,57.0,52.66,56.05,215348,1188605184.0,4.07,7.82993459022701,,,,,,,,,6,6,6,0,2,2,0,1
2020-01-07,300122,56.49,57.39,55.95,56.48,122510,693576192.0,0.43,0.7671721677074042,,,,,,,,,,,,,,,,
2020-01-08,300122,55.99,57.94,55.69,56.88,103921,591593728.0,0.4,0.708215297450425,,,,,,,,,1,2,1,0,1,0,0,0
2020-01-09,300122,56.98,59.72,56.98,58.48,106814,626467264.0,1.6,2.8129395218002813,,,,,,,,,3,3,3,0,0,0,0,0
2020-01-10,300122,58.5,59.7,57.8,58.2,100555,590941376.0,-0.28,-0.478796169630643,,,,,,,,,1,1,0,0,1,0,0,0
2020-01-13,300122,58.28,59.49,57.45,58.47,96542,564415872.0,0.27,0.4639175257731959,,,,,,,,,2,2,1,0,1,0,0,0
2020-01-14,300122,58.36,59.31,57.6,58.0,93113,543452288.0,-0.47,-0.8038310244569864,,,,,,,,,,,,,,,,
2020-01-15,300122,57.8,58.93,56.88,58.5,85201,494944480.0,0.5,0.8620689655172413,,,,,,,,,1,1,1,0,0,1,0,0
2020-01-16,300122,58.7,59.0,57.6,58.51,57592,336934304.0,0.01,0.017094017094017,,,,,,,,,,,,,,,,
2020-01-17,300122,58.76,59.68,57.91,59.0,83091,489599168.0,0.49,0.8374636814219791,,,,,,,,,,,,,,,,
2020-01-20,300122,60.0,61.5,58.7,60.5,135208,812915456.0,1.5,2.5423728813559325,,,,,,,,,1,1,1,0,0,0,0,0
2020-01-21,300122,60.01,62.87,60.0,62.55,183117,1132665344.0,2.05,3.3884297520661155,,,,,,,,,,,,,,,,
2020-01-22,300122,62.45,62.8,60.3,62.01,131787,814337600.0,-0.54,-0.8633093525179856,,,,,,,,,1,1,1,0,0,0,0,0
2020-01-23,300122,62.0,62.82,58.69,59.59,141709,855415936.0,-2.42,-3.902596355426544,,,,,,,,,1,1,0,0,1,0,0,1
2020-02-03,300122,56.02,63.63,56.0,59.03,313473,1882809856.0,-0.56,-0.9397549924483972,,,,,,,,,5,5,2,1,2,1,0,0
2020-02-04,300122,60.41,62.05,57.0,61.19,249468,1504661376.0,2.16,3.659156361172285,,,,,,,,,0,1,1,0,0,0,0,0
2020-02-05,300122,60.97,64.5,59.91,64.48,241329,1474012544.0,3.29,5.376695538486681,,,,,,,,,,,,,,,,
2020-02-06,300122,63.49,68.49,62.38,65.63,335520,2202042880.0,1.15,1.7834987593052107,,,,,,,,,0,5,0,5,0,0,0,0
2020-02-07,300122,64.8,66.2,62.55,62.98,216142,1382207872.0,-2.65,-4.037787597135456,,,,,,,,,1,1,0,0,1,0,0,0
2020-02-10,300122,64.3,66.01,62.15,62.92,175757,1117713664.0,-0.06,-0.0952683391552874,,,,,,,,,1,1,0,1,0,0,0,0
2020-02-11,300122,62.7,62.7,61.06,61.78,153596,950934272.0,-1.14,-1.8118245390972665,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0
2020-02-12,300122,62.95,62.95,61.71,62.51,132368,825485248.0,0.73,1.1816121722240207,,,,,,,,,0,1,0,1,0,0,1,0
2020-02-13,300122,62.6,62.74,60.3,61.13,156625,959902208.0,-1.38,-2.207646776515757,,,,,,,,,,,,,,,,
2020-02-14,300122,61.66,63.9,61.21,61.88,190506,1193879552.0,0.75,1.2268935056437102,0,1,0,1,0,0,1,0,,,,,,,,
2020-02-17,300122,62.48,62.88,61.63,62.47,138867,865264832.0,0.59,0.9534583063994828,,,,,,,,,,,,,,,,
2020-02-18,300122,62.79,62.79,61.06,61.56,130223,801788480.0,-0.91,-1.4566992156234992,,,,,,,,,,,,,,,,
2020-02-19,300122,61.39,61.9,60.25,60.5,115415,704644352.0,-1.06,-1.7218973359324234,,,,,,,,,,,,,,,,
2020-02-20,300122,59.99,61.31,59.58,60.8,148525,901621952.0,0.3,0.4958677685950413,,,,,,,,,13,13,6,0,7,1,0,0
2020-02-21,300122,60.8,61.16,59.52,60.45,180724,1093037056.0,-0.35,-0.575657894736842,1,1,1,0,0,1,0,0,5,5,3,0,2,0,0,0
2020-02-24,300122,61.12,63.08,61.12,62.79,208309,1298613504.0,2.34,3.870967741935484,,,,,,,,,3,3,3,0,0,0,0,0
2020-02-25,300122,62.2,64.36,61.63,63.65,219470,1388196224.0,0.86,1.3696448479057175,,,,,,,,,1,1,1,0,0,0,0,0
2020-02-26,300122,62.67,63.6,58.0,59.1,206843,1254741760.0,-4.55,-7.148468185388845,,,,,,,,,1,1,1,0,0,1,0,0
2020-02-27,300122,59.75,61.4,59.38,60.26,143874,870837504.0,1.16,1.962774957698816,,,,,,,,,4,4,4,0,0,1,0,0
2020-02-28,300122,59.79,61.38,58.9,59.98,133973,803848832.0,-0.28,-0.4646531695984068,,,,,,,,,1,1,1,0,0,0,0,0
2020-03-02,300122,60.14,61.79,59.3,61.39,132938,805687104.0,1.41,2.3507835945315105,,,,,,,,,2,2,2,0,0,1,0,0
2020-03-03,300122,63.0,64.98,62.01,62.8,237583,1512393600.0,1.41,2.296791008307542,,,,,,,,,4,4,4,0,0,0,0,0
2020-03-04,300122,63.01,64.13,61.46,63.35,128017,808243136.0,0.55,0.8757961783439491,,,,,,,,,,,,,,,,
2020-03-05,300122,63.64,66.2,63.2,65.48,181967,1185870080.0,2.13,3.362273086029992,0,1,1,0,0,0,0,0,,,,,,,,
2020-03-06,300122,65.88,67.99,65.49,66.0,152306,1014827712.0,0.52,0.794135613927917,,,,,,,,,,,,,,,,
2020-03-09,300122,65.99,67.78,64.6,64.78,169107,1119235200.0,-1.22,-1.8484848484848488,,,,,,,,,,,,,,,,
2020-03-10,300122,63.25,66.75,63.25,65.95,177512,1156449152.0,1.17,1.806112997838839,,,,,,,,,0,1,1,0,0,1,0,0
2020-03-11,300122,66.1,67.25,64.16,64.45,95957,626800064.0,-1.5,-2.2744503411675514,,,,,,,,,1,1,0,0,1,0,0,1
2020-03-12,300122,64.0,64.7,61.42,61.75,139520,877410560.0,-2.7,-4.189294026377036,0,1,1,0,0,1,0,0,6,7,2,0,5,1,0,0
2020-03-13,300122,57.44,62.62,56.26,60.87,144287,865685568.0,-0.88,-1.4251012145748987,,,,,,,,,1,1,0,0,1,0,0,0
